"","INSTNM","CONTROL","TUITFTE","INEXPFTE","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","gap_earnings_high_low","gap_earnings_high_mid","gap_earnings_mid_low"
"581","Colorado Mountain College",1,2145,8866,29900,34900,35900,0.167130919220056,0.0278551532033426,0.143266475644699
"582","Colorado Northwestern Community College",1,5120,9613,36800,41200,49400,0.255060728744939,0.165991902834008,0.106796116504854
"583","Colorado School of Mines",1,18760,14527,78800,81700,88100,0.105561861520999,0.0726447219069239,0.0354957160342717
"585","Colorado State University-Fort Collins",1,12634,10857,48100,49600,52700,0.0872865275142315,0.0588235294117647,0.030241935483871
"586","Colorado Technical University-Colorado Springs",3,16251,3724,38300,53400,79700,0.519447929736512,0.329987452948557,0.282771535580524
"588","Community College of Aurora",1,4533,4328,30200,40600,43400,0.304147465437788,0.0645161290322581,0.25615763546798
"589","CollegeAmerica-Denver",2,17746,4604,24300,33000,35300,0.311614730878187,0.0651558073654391,0.263636363636364
"591","Prince Institute-Rocky Mountains",3,15418,9059,29600,39500,40000,0.26,0.0125,0.250632911392405
"592","Community College of Denver",1,3770,3685,28600,39500,51900,0.448940269749518,0.238921001926782,0.275949367088608
"593","Lincoln College of Technology-Denver",3,17489,7496,34700,41600,44200,0.214932126696833,0.0588235294117647,0.165865384615385
"595","Westwood College-Denver North",3,13845,3887,33800,40400,45300,0.253863134657837,0.108167770419426,0.163366336633663
"596","University of Denver",2,26394,14380,63100,61700,57900,-0.0898100172711572,-0.0656303972366149,-0.0226904376012966
"598","Fort Lewis College",1,5828,6479,37500,38000,41800,0.102870813397129,0.0909090909090909,0.0131578947368421
"599","Front Range Community College",1,4561,4063,33600,40800,44700,0.248322147651007,0.087248322147651,0.176470588235294
"605","Colorado Mesa University",1,6676,5710,35300,38700,42900,0.177156177156177,0.0979020979020979,0.0878552971576227
"606","Metropolitan State University of Denver",1,5712,5132,38100,43300,48300,0.211180124223602,0.10351966873706,0.120092378752887
"609","National American University-Colorado Springs",3,11885,1986,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"610","National American University-Denver",3,15702,7330,30300,43300,56400,0.462765957446808,0.232269503546099,0.300230946882217
"612","Northeastern Junior College",1,3792,5492,33000,34300,40500,0.185185185185185,0.153086419753086,0.0379008746355685
"613","University of Northern Colorado",1,9425,8348,42400,42700,44700,0.0514541387024608,0.0447427293064877,0.00702576112412178
"614","Otero Junior College",1,2731,5666,28000,35100,33900,0.174041297935103,-0.0353982300884956,0.202279202279202
"615","Everest College-Thornton",3,10908,5397,25000,32800,32800,0.23780487804878,0,0.23780487804878
"616","Pikes Peak Community College",1,3942,3552,29500,37100,38900,0.241645244215938,0.0462724935732648,0.204851752021563
"618","Pueblo Community College",1,2614,5333,26700,37900,37100,0.280323450134771,-0.0215633423180593,0.295514511873351
"619","Red Rocks Community College",1,4636,4131,33300,41100,44700,0.25503355704698,0.0805369127516778,0.18978102189781
"620","Regis University",2,14235,6455,46800,55000,64600,0.275541795665635,0.148606811145511,0.149090909090909
"621","Rocky Mountain College of Art and Design",3,17017,7333,28300,37500,30500,0.0721311475409836,-0.229508196721311,0.245333333333333
"623","Colorado State University-Pueblo",1,4750,5205,36600,40800,42100,0.130641330166271,0.0308788598574822,0.102941176470588
"627","Trinidad State Junior College",1,2885,6484,26800,36400,36100,0.257617728531856,-0.00831024930747922,0.263736263736264
"629","Western State Colorado University",1,7976,8328,37200,39000,41800,0.110047846889952,0.0669856459330144,0.0461538461538462
"630","Albertus Magnus College",2,12659,5428,47900,53800,64400,0.256211180124224,0.164596273291925,0.109665427509294
"633","Branford Hall Career Institute-Branford Campus",3,11519,3237,25400,33700,35200,0.278409090909091,0.0426136363636364,0.246290801186944
"634","Lincoln College of New England-Southington",3,20794,10757,33700,36500,35600,0.0533707865168539,-0.0252808988764045,0.0767123287671233
"636","University of Bridgeport",2,16453,8099,41000,45300,48500,0.154639175257732,0.065979381443299,0.0949227373068433
"637","Central Connecticut State University",1,7796,9928,44200,49600,47900,0.0772442588726514,-0.0354906054279749,0.108870967741935
"638","Charter Oak State College",1,7955,5688,31700,40000,57800,0.451557093425606,0.307958477508651,0.2075
"639","Connecticut Center for Massage Therapy-Newington",3,6871,2309,26800,36400,42500,0.369411764705882,0.143529411764706,0.263736263736264
"643","University of Connecticut",1,11680,22554,56800,57400,61200,0.0718954248366013,0.0620915032679739,0.0104529616724739
"644","Goodwin College",2,15929,10926,26200,36900,48300,0.457556935817805,0.236024844720497,0.289972899728997
"645","Lincoln Technical Institute-East Windsor",3,16046,9324,37600,47300,46000,0.182608695652174,-0.0282608695652174,0.20507399577167
"646","Eastern Connecticut State University",1,6709,9736,40200,46100,48400,0.169421487603306,0.0475206611570248,0.127982646420824
"647","Fairfield University",2,24805,11411,64500,66300,79700,0.190715181932246,0.168130489335006,0.0271493212669683
"650","Rensselaer Hartford Graduate Center Inc",2,35692,33453,81600,83200,84400,0.033175355450237,0.014218009478673,0.0192307692307692
"653","University of Hartford",2,16393,12724,45100,49700,51700,0.127659574468085,0.0386847195357834,0.0925553319919517
"655","Housatonic Community College",1,2404,5974,30000,37900,38300,0.216710182767624,0.010443864229765,0.20844327176781
"657","Manchester Community College",1,3153,6440,33300,36800,36800,0.0951086956521739,0,0.0951086956521739
"658","Naugatuck Valley Community College",1,3009,7068,34100,41100,44300,0.230248306997743,0.072234762979684,0.170316301703163
"660","Mitchell College",2,14981,5256,31100,31500,34300,0.0932944606413994,0.0816326530612245,0.0126984126984127
"661","Three Rivers Community College",1,2609,7288,31700,43100,47500,0.332631578947368,0.0926315789473684,0.264501160092807
"662","Lincoln Technical Institute-New Britain",3,16965,9386,37600,47300,46000,0.182608695652174,-0.0282608695652174,0.20507399577167
"663","New England Tractor Trailer Training School of Connecticut",3,32490,11739,33500,39900,46700,0.282655246252677,0.145610278372591,0.160401002506266
"664","University of New Haven",2,18751,8446,45100,50200,53500,0.157009345794393,0.0616822429906542,0.101593625498008
"670","Porter and Chester Institute of Stratford",3,18476,7882,32000,40800,42800,0.252336448598131,0.0467289719626168,0.215686274509804
"671","Post University",3,11859,2508,36700,42600,46500,0.210752688172043,0.0838709677419355,0.13849765258216
"673","Quinnipiac University",2,27462,14176,59800,63700,66400,0.0993975903614458,0.0406626506024096,0.0612244897959184
"674","Sacred Heart University",2,19851,8425,54500,56300,60800,0.103618421052632,0.0740131578947368,0.0319715808170515
"675","University of Saint Joseph",2,18255,11708,47300,53300,51400,0.0797665369649805,-0.0369649805447471,0.112570356472795
"676","Gateway Community College",1,2679,7655,29900,40700,40100,0.254364089775561,-0.0149625935162095,0.265356265356265
"678","Southern Connecticut State University",1,8750,11023,39900,44700,46300,0.138228941684665,0.0345572354211663,0.10738255033557
"681","Trinity College",2,30787,23628,49200,68100,71800,0.314763231197772,0.0515320334261838,0.277533039647577
"682","Tunxis Community College",1,3586,6715,31400,39500,40700,0.228501228501229,0.0294840294840295,0.205063291139241
"683","Wesleyan University",2,29384,25359,66400,54600,60800,-0.0921052631578947,0.101973684210526,-0.216117216117216
"684","Western Connecticut State University",1,7369,10530,45200,46900,48100,0.0602910602910603,0.0249480249480249,0.0362473347547974
"686","Yale University",2,15008,107982,102400,100200,111600,0.0824372759856631,0.102150537634409,-0.0219560878243513
"689","Delaware Technical Community College-Owens",1,4698,7949,28700,37400,41100,0.301703163017032,0.0900243309002433,0.232620320855615
"690","Delaware Technical Community College-Terry",1,4334,8063,29900,37900,43700,0.315789473684211,0.132723112128146,0.211081794195251
"691","Delaware Technical Community College-Stanton/Wilmington",1,4198,8812,32100,40600,43200,0.256944444444444,0.0601851851851852,0.20935960591133
"692","Delaware State University",1,6032,11129,34500,35600,38800,0.110824742268041,0.0824742268041237,0.0308988764044944
"693","University of Delaware",1,17838,17395,54700,57400,62600,0.126198083067093,0.0830670926517572,0.0470383275261324
"694","Goldey-Beacom College",2,14321,3093,47500,51600,45800,-0.037117903930131,-0.126637554585153,0.0794573643410853
"696","Wesley College",2,14441,6592,39000,44400,48600,0.197530864197531,0.0864197530864197,0.121621621621622
"697","Wilmington University",2,8049,3231,36900,46300,49200,0.25,0.0589430894308943,0.203023758099352
"698","American University",2,30440,12620,62900,60400,64400,0.0232919254658385,0.062111801242236,-0.0413907284768212
"699","Catholic University of America",2,22765,16368,46800,48900,61300,0.236541598694943,0.202283849918434,0.0429447852760736
"702","Gallaudet University",2,12269,35595,32300,25800,31700,-0.0189274447949527,0.186119873817035,-0.251937984496124
"703","George Washington University",2,28464,20938,87900,78800,73400,-0.197547683923706,-0.0735694822888283,-0.115482233502538
"704","Georgetown University",2,34183,31102,129900,100100,102000,-0.273529411764706,0.0186274509803922,-0.297702297702298
"705","Howard University",2,17361,22663,48000,49400,52200,0.0804597701149425,0.053639846743295,0.0283400809716599
"707","Strayer University-District of Columbia",3,17247,2292,41900,55100,71400,0.413165266106443,0.228291316526611,0.23956442831216
"709","Trinity Washington University",2,15381,5795,36400,48500,51300,0.290448343079922,0.0545808966861598,0.249484536082474
"711","Wyotech-Daytona",3,5223,2415,32600,37200,41600,0.216346153846154,0.105769230769231,0.123655913978495
"712","The Art Institute of Fort Lauderdale",3,14567,5513,31500,34400,36400,0.134615384615385,0.0549450549450549,0.0843023255813953
"715","Barry University",2,16459,9969,42700,48500,59700,0.284757118927973,0.187604690117253,0.119587628865979
"717","Bethune-Cookman University",2,10171,6759,32200,31600,34700,0.0720461095100865,0.0893371757925072,-0.0189873417721519
"718","Lynn University",2,22163,8399,43200,46900,45600,0.0526315789473684,-0.0285087719298246,0.0788912579957356
"721","Eastern Florida State College",1,1610,3942,29300,37700,39600,0.26010101010101,0.047979797979798,0.222811671087533
"722","Broward College",1,1200,3212,34600,39300,42200,0.180094786729858,0.0687203791469194,0.119592875318066
"725","College of Central Florida",1,1192,3566,30100,35500,41400,0.272946859903382,0.142512077294686,0.152112676056338
"727","University of Central Florida",1,5199,5687,47700,49100,49800,0.0421686746987952,0.0140562248995984,0.0285132382892057
"730","Clearwater Christian College",2,11484,5278,36200,40200,42000,0.138095238095238,0.0428571428571429,0.0995024875621891
"732","Daytona State College",1,1501,5291,28900,35600,35200,0.178977272727273,-0.0113636363636364,0.188202247191011
"733","South University-West Palm Beach",3,16724,7455,29200,40600,46400,0.370689655172414,0.125,0.280788177339901
"734","Eckerd College",2,19367,11485,42100,46000,54000,0.22037037037037,0.148148148148148,0.0847826086956522
"735","Florida SouthWestern State College",1,1318,3782,34200,37900,42500,0.195294117647059,0.108235294117647,0.0976253298153034
"736","Edward Waters College",2,9307,4413,24900,36500,27500,0.0945454545454545,-0.327272727272727,0.317808219178082
"737","Embry-Riddle Aeronautical University-Daytona Beach",2,29248,15223,64900,65100,66600,0.0255255255255255,0.0225225225225225,0.00307219662058372
"738","Florida Agricultural and Mechanical University",1,5113,9739,41500,44500,47500,0.126315789473684,0.0631578947368421,0.0674157303370786
"739","Florida Atlantic University",1,5550,6869,44500,47500,46700,0.0471092077087794,-0.0171306209850107,0.0631578947368421
"740","Florida State College at Jacksonville",1,1854,3699,31200,36400,42700,0.269320843091335,0.147540983606557,0.142857142857143
"741","Flagler College-St Augustine",2,13414,5649,35700,39300,39900,0.105263157894737,0.0150375939849624,0.0916030534351145
"745","Concorde Career Institute-Tampa",3,12276,7534,22100,29000,32700,0.324159021406728,0.113149847094801,0.237931034482759
"746","Adventist University of Health Sciences",2,12392,8494,43700,49300,67700,0.354505169867061,0.27178729689808,0.113590263691684
"747","Florida Institute of Technology",2,21450,12044,55400,59700,57800,0.041522491349481,-0.0328719723183391,0.0720268006700168
"749","Florida International University",1,6256,6843,47900,50200,51400,0.0680933852140078,0.0233463035019455,0.0458167330677291
"751","Florida Memorial University",2,14724,6005,28500,30800,31800,0.10377358490566,0.0314465408805031,0.0746753246753247
"752","Florida Career College-Miami",3,8903,2939,29700,38900,41000,0.275609756097561,0.0512195121951219,0.236503856041131
"754","Florida Southern College",2,16051,6879,41500,44500,41100,-0.0097323600973236,-0.0827250608272506,0.0674157303370786
"755","Florida State University",1,6263,9688,48000,49600,52200,0.0804597701149425,0.0498084291187739,0.032258064516129
"756","Florida Technical College",3,5633,3014,25600,31500,36400,0.296703296703297,0.134615384615385,0.187301587301587
"758","University of Florida",1,7553,15962,59700,58100,62900,0.0508744038155803,0.0763116057233704,-0.0275387263339071
"759","Everest University-Pompano Beach",3,11797,4758,27200,34300,39900,0.318295739348371,0.140350877192982,0.206997084548105
"761","Full Sail University",3,13051,3672,39800,42800,43000,0.0744186046511628,0.00465116279069767,0.0700934579439252
"764","Gulf Coast State College",1,1166,5194,28800,32800,40300,0.285359801488834,0.186104218362283,0.121951219512195
"766","Hillsborough Community College",1,2363,3278,33100,39200,42700,0.224824355971897,0.0819672131147541,0.155612244897959
"770","Indian River State College",1,1316,5211,29000,34300,37700,0.230769230769231,0.0901856763925729,0.154518950437318
"771","Sanford-Brown College-Tampa",3,20233,7559,28000,32400,35000,0.2,0.0742857142857143,0.135802469135802
"773","AI Miami International University of Art and Design",3,15302,5146,31500,34500,37000,0.148648648648649,0.0675675675675676,0.0869565217391304
"774","ITT Technical Institute-Tampa",3,18423,3286,38200,46300,47200,0.190677966101695,0.0190677966101695,0.174946004319654
"775","Jacksonville University",2,10885,7851,46300,52900,57600,0.196180555555556,0.0815972222222222,0.12476370510397
"777","Keiser University-Ft Lauderdale",2,14124,4455,29200,37900,44100,0.337868480725624,0.140589569160998,0.229551451187335
"788","State College of Florida-Manatee-Sarasota",1,2379,3505,30400,36500,42400,0.283018867924528,0.139150943396226,0.167123287671233
"793","Trinity International University-Florida",2,15274,4877,40700,47200,43800,0.0707762557077626,-0.0776255707762557,0.13771186440678
"795","Miami Dade College",1,1476,3652,32900,37900,46700,0.295503211991435,0.188436830835118,0.131926121372032
